ID,Journal Name,ISSNs,Q14,Q18
94cd601a96fc408e991430188123129c,International Journal of Health & Allied Sciences,"2278-4292, 2278-344X",False,False
94f54033b10d4ab8b335921ba0185cf4,Journal of Venom Research,2044-0324,False,False
951d77564bfc417d826656af9a63a142,Journal for the Renewal of Religion and Theology,1834-3627,False,False
9526622366e7490e84ad09771f71b257,Acta Obstetrica e Ginecologia Portuguesa,1646-5830,False,False
9529f01dd5f84cdfb4ce2b0eaecfa687,Selcuk Universitesi Sosyal Bilimler Enstitusu Dergisi,1302-1796,False,False
953474dea625495c99e56a584151d2ef,Nutrición Hospitalaria,0212-1611,False,False
953c4612054a4913bb1dd382f2c07ab7,Social influence,"1553-4510, 1553-4529",False,False
9562256cdbce48dbb48461d3b557452f,Journal of Perinatology,"0743-8346, 1476-5543",False,False
9565476085dc415e94c55ca7e365de37,Progress In Electromagnetics Research,"1559-8985, 1070-4698",False,False
956f35e9f7594a958c34e0e19ba4eaf5,Terra nova : official journal of the European Union of Geosciences,"0954-4879, 1365-3121",False,False
95a6d9333bd74de4be1d816afd54fc13,Journal of Gastrointestinal Surgery,"1873-4626, 1091-255X",False,False
95ae64639dfd4cbb8f02dabb6345cb58,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,"1540-5834, 0037-976X",False,False
95c503c18f3e4e339763dce69b061bc3,Journal of the Association for the Study of Australian Literature,"1833-6027, 1447-8986",False,False
95ef167d80564e06943ade0fe3342b81,Journal of Nepal Medical Association,"0028-2715, 1815-672X",False,False
95f32403fd1c4a10b0199af91fadfcaa,Autophagy,"1554-8627, 1554-8635",False,False
9634235f46934801b3626981b76de495,Othody i Resursy,2500-0659,True,False
9648225872124e59a42cbebd4c72e79c,Journal of metamorphic geology.,"0263-4929, 1525-1314",False,False
965d9fc5e4e541eea181be779f739cc7,Hellenic Open University Journal of Informatics,1791-4701,False,False
968ecca01d3d4b629a9a2b5ba9fb3e6b,Open Toxinology Journal,1875-4147,False,False
96e78ad523fc4a78ae0f7000c0f49651,"Microgravity, science and technology ","1875-0494, 0938-0108",False,False
97562b4caed8409a98c4aa3da8a51c65,Oklahoma Native Plant Record,1536-7738,False,False
9758cc7579ad4b8dbc05e17aac58dc08,Monthly Labor Review,0098-1818,False,False
977a6ed9d1c8401d8288721bb151ea52,Revista Chilena de Pediatría,"0370-4106, 0717-6228",False,False
9788db881ee544dcb6978b756aa904fc,Relaciones Internacionales,0000-0000,False,False
9799d9d33d434987a48b784f5477edfa,International Journal of Computer and Information Technology,2279-0764,False,False
97d76ccffa02461faafeefd9b680f98c,Engenharia Ambiental : Pesquisa e Tecnologia,"1809-0664, 1678-2178",False,False
97d7d4852b834b799e33bdc6af963f72,Educause Review,1527-6619,False,False
97f059d6d5ed4d2cbc2bc07d03837f74,Nota Bene : Canadian Undergraduate Journal of Musicology,"1920-8979, 1920-8987",False,False
980b531777ed4794a081bc4bfa93571c,Revista Ciência em Extensão,1679-4605,False,False
9852caf4106c449d85cb9d6f61ec4c35,South Asian Journal of Experimental Biology,2230-9799,False,False
98559696ce7c49ca8fb155f915c6e4a4,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","2194-9050, 2194-9042",False,False
9873110ddcb546c3b244f79c39a85d76,Journal of Aerospace Science and Technology,1735-2134,False,False
98a4c77545284347a5c0d73688717cff,Acta physiologica Hungarica : a periodical of the Hungarian academy of sciences,"1588-2683, 0231-424X",False,False
98deb41b979b439fa116666cda12828c,German Journal of Urban Studies,1861-0145,False,False
990f9dc59e3f4a0daf6709fe0e441816,Res Diachronicae Virtual,1887-3553,False,False
99767754e3ee490580a88b9857205abd,International Journal of Eurasia Social Sciences,2146-1961,False,False
9996161630c345e0ba9603870708fb17,MMWR Recommendations and Reports,"1057-5987, 1545-8601",False,False
9996237b1f0844bfb7b4c72f5d2f5d41,The Spanish Journal of Psychology,"1138-7416, 1988-2904",False,False
99ea3207f4ed4d12b0e30759b4162f0c,Revista Práxis Educacional,"2178-2679, 1809-0249",False,False
9a3997b5d2b049d2a17c7f3fb0128e31,Communication Papers,2014-6752,False,False
9aa564a43abc443f8a1b1f5cd4ee7a24,Journal of Singularities,1949-2006,False,False
9ab75a5495cc49c99253c70c8ff346d7,Uniped : Tidsskrift for universitets- og høgskolepedagogikk,XXXX-XXXX,False,False
9ab7d755ba2f40fb850f78bbec82d995,Seminars in ophthalmology,"0882-0538, 1744-5205",False,False
9ae16948266d4c068f4d5925dbd3e8d2,Biotechnology and bioengineering.,"1097-0290, 0006-3592",False,False
9ae378a651544db6b29182ff500b219d,Nativa,2318-7670,False,False
9ae8d6d556994140a3c8f268d9eaa387,The journal of physical chemistry. A,1089-5639,False,False
9b0a36a88be14d69bb7594b0ab261f17,Novelty in Biomedicine,"2345-3346, 2345-3907",False,False
9b47eae0f7b9462d8095c3987e9c3fa7,Journal of Vectorial Relativity,1856-6847,False,False
9b5f774efb484f729dc03ff433b866ae,International Journal of Mathematical Analysis,"1312-8876, 1314-7579",False,False
9b7549775b0f48f39f285c972bedfdb2,Energy and fuels,"1520-5029, 0887-0624",False,False
9b7bcf4f41d84693ae63b9e632b93621,Culture and Local Governance,1911-7469,False,False
9b8628438c044cd3831ae6da2fedfc10,The Sedimentary Record,1543-8740,False,False
9b9f33b6aa1d4d4fb06597b184b5d565,Addiction Biology,"1355-6215, 1369-1600",False,False
9bd555f4b004403aa14fdac141a58d4b,Süleyman Demirel Üniversitesi Tip Fakültesi Dergisi,1300-7416,False,False
9bf197b79096411a995f9ef3bb62bdd5,"PSN. Psychiatrie, sciences humaines, neurosciences ","1639-8319, 1955-2351",False,False
9c40d689fe0d4c97810ca318364141af,Revista Brasileira de Ciências Agrárias,"1981-0997, 1981-1160",False,False
9c45c94256744363b6d6a7eaef0940d9,Journal of Refugee Studies,"1471-6925, 0951-6328",False,False
9c468f8a528d4fcab87a318dbb039ec1,Ciência & Desenvolvimento,1984-4271,False,False
9c68f36b593e45a88e2e175b8e597114,Salud & Sociedad,0718-7475,False,False
9c78292233d1466694da6e8c98a7a379,Open Journal of Marine Science,"2161-7392, 2161-7384",False,False
9cca931a5413434da9fb83aecdf3db3c,The Journal of Hand Surgery: European Volume,1753-1934,False,False
9ccd9b0cce91452aac86873cec31c98a,Revista de Criminologia e Ciências Penitenciárias,2238-1678,False,False
9cd5e3ddd3994f59bd86b028c0c84dc5,Pneumon,"1791-4914, 1105-848X",False,False
9ce7598f7bb24e37b9edbf85ff16d2fe,KADER Kelam Araştırmaları Dergisi,1309-2030,False,False
9d2e7abe507f43569f2c253146aded13,Revista Científica,0798-2259,False,False
9d31a5ab57ab4c1d817f6564cf430dc1,International Journal of Veterinary Science,"2305-4360, 2304-3075",False,False
9d40da3f2cc44c668aab221e29eb3912,Open Epidemiology Journal,1874-2971,False,False
9d741e5cd15b420da4d175d2de793db6,Revista Luna Azul,1909-2474,False,False
9d7c0eee9ab241768a5c9c0bb11178f5,American Journal of Nuclear Medicine and Molecular Imaging,2160-8407,False,False
9dc88da1332c4841942d2047c71bddb7,Theoretical Chemistry Accounts,"1432-2234, 1432-881X",False,False
9dd22618dcb94d81b44ba8736c8037f4,Genome Biology,"1465-6906, 1465-6914",False,False
9de2be61b72f4b12b5ee08e1a3e32ca6,Undercurrent,1712-0934,False,False
9de5955bf4be441db568798025109543,Sustainability Science,"1862-4065, 1862-4057",False,False
9ded16eeb05b43439eb586bf449e0ec7,Jurnalul de Chirurgie,1584-9341,False,False
9e3ac5dff30340b49a9bad87781b760b,Politička Misao,"1846-8721, 0032-3241",False,False
9e3dd41ac7fd4a03af645926c9f82859,Cell & Chromosome,1475-9268,False,False
9e862d9c63fe445bb1b4b61d707f3ace,British journal of ophthalmology,"0007-1161, 1468-2079",False,False
9ed4e0a05b314fcdb133610f6f2a6ab7,OnLine Journal of Biological Sciences,1608-4217,False,False
9ef17954c0f94175a989ce10348ba7ab,Shortness of Breath,2281-6550,False,False
9ef180a2c4cd4bae97599a31fbfde83e,Anuario Digital CEMI,2309-5709,False,False
9f138cf76c4c4d719394f95dde0b8a35,"Journal of Education Policy, Planning and Administration",2152-2804,False,False
9f16de52b59b40748d92aca74e4a6fb5,Carcinogenesis ,"1460-2180, 0143-3334",False,False
9f303f5d16304394bc99d962729574c7,The Journal of Poultry Science,"1349-0486, 1346-7395",False,False
9f7289b7360f44a4ad16caf2f42c1c03,AJIT-e : Online Academic Journal of Information Technology,1309-1581,False,False
9f9c5a00b6264d8aa957fddad9a25117,Archivos Latinoamericanos de Nutrición,0004-0622,False,False
9fb074697e44438e8010082c51905289,Open Transport Phenomena Journal,1877-7295,False,False
9fb15a3f7a134d76aeaa00910a149ed7,Surveys in Approximation Theory,1555-578X,False,False
9fd7f0e208074e70982c3632c98da75a,Biostatistics.,"1465-4644, 1468-4357",False,False
a003d4ade13b40959392557d103481f5,Plasmonics,"1557-1963, 1557-1955",False,False
a026f9c06c814e399450409917ba7253,Statistics Education Research Journal,1570-1824,False,False
a0390f0730964fddbf854312c88a24d4,Visual neuroscience : [an international journal for empirical and theoretical research],"1469-8714, 0952-5238",False,False
a0650ed6fb09404680b8a2b97dd5041b,International Quarterly of Sport Science,2060-9469,False,False
a07f59eb9f02435a81ec840d8e53484a,Revista Med ,"0121-5256, 1909-7700",False,False
a0a33289632346dd8a7fcdf3e70bba70,Asian Journal of Andrology,"1008-682X, 1745-7262",False,False
a0a4ed1279a14426a60571adf4533245,IMF Staff papers,1020-7635,False,False
a0a7bea99b6844fc80d8443c54ce5339,Clinical and Experimental Otorhinolaryngology,XXXX-XXXX,False,False
a0c805fd536f4e1fbdc9257295c9c681,IDEA : A Journal of Social Issues,1523-1712,False,False
a109033c81cb4eedb55d36fa6735b9a4,Economics and Business Letters,2254-4380,False,False
a184b49f9f3a46a7b8cdacb3ea0c9d78,IOP Conference Series : Earth and Environmental Science ,"1755-1315, 1755-1307",False,False
a18b1dc5a74446bab53fbb542502a239,Zphys-e.B,1431-7362,False,False
a19abda9baeb49418a5f21f3b093579d,Journalistica : Tidskrift för Forskning i Journalistik,"1901-6220, 1904-7967",False,False
a1b8590dc6964c88ae5e00adab90966e,European Physical Journal - EPJ A direct,"D000-0938, 1435-3725",False,False
a1ce9cb522c24865aff19c03e10499b3,Amasya Universitesi Egitim Fakültesi Dergisi,2146-7811,False,False
a1dc9685277f4429ac2d7bf95af9451e,Lex et Scientia,"2066-1886, 1583-039X",False,False
a247fa29fc56468da97cd683ea5ea57d,International Journal of Independent Research Studies,"2304-6953, 2226-4817",False,False
a25a7ab9b0644f2eb582a79a57ad74cd,Research Journal of Agriculture and Biological Sciences,"1819-5415, 1816-1561",False,False
a2691064f6f44b70bbe0bba55708a3c7,Journal of Philosophy of Life,2185-4505,False,False
a273659cfb8f4263867949b7af84d885,Anglogermanica Online,1695-6168,False,False
a28cfa658b9b4d90895b20ba849cddf7,Acta Futura,2309-1940,False,False
a2e4ad3a2b6f4d35b3a7f437a5a4621e,Anales Venezolanos de Nutrición,0798-0752,False,False
a2f5f48fe21744408a870b01763e9c74,Interações : Cultura e Comunidade,"1983-2478, 1809-8479",False,False
a30b54ce95794395af7bc58a2fa6ebf5,Archivo Médico de Camagüey,1025-0255,False,False
a3143b167ef142e58a7be48668425e2f,Emerging Leadership Journeys,1941-4684,False,False
a364c1e8a2794d4aaa4905cb58bb6e20,Ecology of freshwater fish.,"1600-0633, 0906-6691",False,False
a386836772024158a65e9142a2fbd00d,Hygeia : Journal for Drugs and Medicines,"0975-6221, 2229-3590",False,False
a3b7b6ea243148d3867e68288e2e605d,Revista ANACEM,"0718-5308, 0718-7041",False,False
a3bc0f99c6ef477cb0aa1b9ba0fa96a6,International Journal of Applied Biology and Pharmaceutical Technology,0976-4550,False,False
a4171d61ac784e498e9bc6423f4d3990,International Journal of Engineering Sciences and Emerging Technologies,2231-6604,False,False
a447976b055948caa86420b22c68e878,"Revista de Derecho, Comunicaciones y Nuevas Tecnologías",1909-7786,False,False
a4a3642c153e4480a9dc5c947029027d,"International Journal of u- and e- Service, Science and Technology",2005-4246,False,False
a543ccafb82941a9bea0163f7395e8f7,Journal of Surgery Pakistan,"1681-5696, 1817-0242",False,False
a54d60f7779c4400a335347cc1091a5b,"Revista Tempo, Espaço e Linguagem",2177-6644,False,False
a557c2c5866e4cbcbe0413e49f566110,Respiration : international review of thoracic diseases,0025-7931,False,False
a57d6411206843f1b173e65a819cc088,International Journal of VLSI and Signal Processing Applications,"2231-3133, 2231-3575",False,False
a59f0ee18c754b51b40301afdb7f7658,Research and Reviews : Journal of Pharmacy and Pharmaceutical Sciences,2320-1215,False,False
a5af35d19abf460cba1dd5c429159aca,New Proposals : Journal of Marxism and Interdisciplinary Inquiry,1715-6718,False,False
a5e06e1824dc4229995b5b5915ce65d3,Ultima Década,"0717-4691, 0718-2236",False,False
a5f0ff11fc294137ace90e93ae9f7f3c,European Journal of Surgical Cases,1309-0798,False,False
a62e631308d24c31aeea51797be31855,Nauka Przyroda Technologie,1897-7820,False,False
a6630eb7699b488287042c38c046a883,Tropical Plant Biology,"1935-9764, 1935-9756",False,False
a66c7a689d614ad6aae7ff44c4089599,International Journal of Education,1948-5476,False,False
a6a7b601c01d4a7fb556d33ce9a2535e,Vascular Disease Prevention ,1567-2700,False,False
a70cf480e1f943c4a22154c6291c98cc,Bildungsforschung,1860-8213,False,False
a72ecb0e7e35407abf09024d2e97aa9a,Kacike: Journal of Caribbean Amerindian History and Anthropology,1562-5028,False,False
a75e99c5196a49429b1ce863d3a15e2f,American-Eurasian Journal of Sustainable Agriculture,1995-0748,False,False
a76818ca3a9f4bd2bf4b99eba884ef91,"Tanaffos : Journal of Respiratory Disease, Thoracic Surgery, Intensive Care and Tuberculosis","2345-3729, 1735-0344",False,False
a7a0ad513e9a48acbe44945e962131df,Revista de Gastroenterologia del Peru,"1609-722X, 1022-5129",False,False
a7d36df9f39d432da58ce98605cc19a5,InterActions : UCLA Journal of Education and Information Studies,1548-3320,False,False
a804b45a018649c8badd46cdf6161e0a,GEFAME,1558-7274,False,False
a82f48b99df046589237754e00bd79c9,International Journal of Computer Science Issues,"1694-0814, 1694-0784",False,False
a8a8145e6a6f414db737f315e7dd410b,Evropská Volební Studia,1801-6545,False,False
a8c7b3e39f7f4a6da81d27102cf3f3f4,Grand Rounds,1470-5206,False,False
a93bd7a10cde46dca34625d1a24d5c65,Prostor : Znanstveni Časopis za Arhitekturu i Urbanizam,"1333-9117, 1330-0652",False,False
a94f41516257497cb91090ec7e605f4e,Travail et Formation en Éducation,1760-8597,False,False
a9bc13326f8f4aeca5ac359d3b52ab6a,Ars Disputandi : the Online Journal for Philosophy of Religion,1566-5399,False,False
a9cf209e72644e639480967bd48e85a0,Direito Público,"1806-8200, 2236-1766",False,False
aa19eefe36c349ae8709a3be9afb904e,Journal of Intelligent Procedures in Electrical Technology,"2345-5594, 2322-3871",False,False
aa2028539d074e41ab18881e5e14e0fa,Revista Cubana de Endocrinología,"0864-4462, 1561-2953",False,False
aa20ff47bc6044e589b04fa7ee1a22be,"Decolonization : Indigeneity, Education & Society",1929-8692,False,False
aa9f2c67284d499d8d29df35bc2ac454,The FEBS journal,"1742-4658, 1742-464X",False,False
aaa214965b3c4e3bb6e552650a938d23,Language@internet,1860-2029,False,False
aab9814c83b14925b42a5fd3845c1fe2,Poljoprivreda i Šumarstvo,"1800-9492, 0554-5579",False,False
aac3dd33a06346e593b7898bb08b0a0d,Revista de Formación e Innovación Educativa Universitaria ,1989-0257,False,False
aadc2a3574f14f24b01f71e993cc85cf,Genome Science and Technology,"1557-8100, 1536-2310",False,False
aae01e13552247cdafaa9ffae35bade0,La Zaranda de Ideas : Revista de Jóvenes Investigadores en Arqueología,"1853-1296, 1669-7456",False,False
ab5c8bed175440818ce52a105f998cec,Open Addiction Journal,1874-9410,False,False
abbf8f85ce804783a81b4cb5b744c0cb,Clinical Otolaryngology and Allied Sciences,"1749-4486, 1749-4478",False,False
ac04388c773b4803bb18c14167715928,International Journal for Mathematics Teaching and Learning,1473-0111,False,False
ac75208a93ca42248330bda466d108ea,Borderlands e-Journal : New Spaces in the Humanities,1447-0810,False,False
ac9e0c6d8f68486b881b06a3bf191c28,Fuel Cells,1615-6846,False,False
acaa5b2cb6e84035bb5808d6440e9811,International Journal of Computer Applications and Information Technology,2278-7720,False,False
acc58b5845684ea296a270f21ddf5497,Synesis,"1678-6785, 1984-6754",False,False
acebfc934a5e4998aae928a77f509a60,eMinds : International Journal on Human-Computer Interaction,"1697-9613, 1887-3022",False,False
ad0776eb31d342ca81ba9c818545e249,World Journal of Microbiology and Biotechnology,"0959-3993, 1573-0972",False,False
ad0d92c2efd2463db2dc948def49f133,TSW Urology,1747-8049,False,False
ad1280629f334eeab8be9f8290641d3c,Janus Head,"1521-9194, 1524-2269",False,False
ad1768f6ecff4cf992f0b5faacbd53d4,Innovate : Journal of Online Education,1552-3233,False,False
ad67d58fb89f4df5a52e9300dbbc844d,International Journal of Computer Science and Mobile Computing,2320-088X,False,False
ad6c923c4ef04fa1a060b41fb27eddeb,Tethys : Journal of Mediterranean Meteorology & Climatology ,"1139-3394, 1697-1523",False,False
ad6e34c74d1044a88df21cf1883c9ab7,Pharma Science Monitor : An International Journal of Pharmaceutical Sciences,"0976-7908, 0976-9242",False,False
ad8f80af1e6a4a70b201885e10c1d8fb,Sexual Plant Reproduction,"0934-0882, 1432-2145",False,False
adb6dcf58fac4224bdb58b8f7b419929,Archives of Veterinary Science,1517-784X,False,False
adcfb08cad714efc8d8143dc84c1b43f,Bulletin of Mathematical Sciences and Applications,2278-9634,False,False
ade0716d093947f28236ad5289b50701,Surgical Science ,"2157-9415, 2157-9407",False,False
adea10e6529f4815a360246093592661,Conciencia Tecnológica,1405-5597,False,False
adf1fa6e35be45299fdfe0512ea38b62,Advances in Optics,"2314-7741, 2356-6817",False,False
ae1492f298e74ebdafc7aa862378ceb4,Advances in Chemical Engineering and Science,"2160-0392, 2160-0406",False,False
ae539d361442494280ae638bb4497b51,International Journal of Advanced Structural Engineering,XXXX-XXXX,False,False
aeb25cad896b483498f2f06642d46e9c,Saúde & Transformação Social,2178-7085,False,False
aeddc2f5ec9c408d927b5d6552e0ee6a,Open Autoimmunity Journal,1876-8946,False,False
af0da3defe964faeb04a914f5b904fb3,Revista Iberoamericana de Ciencias de la Actividad Física y el Deporte,2255-0461,False,False
af5a4b21944a4d1cb331b4b6bfce3ddd,International Journal of Cloud Computing and Services Science (IJ-CLOSER),2089-3337,False,False
af68735ca2bb4267a3ac8569e48f52e3,International Journal of Clinical Dental Science ,"2229-7790, 2229-7804",False,False
af69996263d9469faf0633b6c288fa66,Journal of analytical atomic spectrometry.,"0267-9477, 1364-5544",False,False
af9e922cb99c43eba2e4aca2366100fe,Open Pharmacology Journal,1874-1436,False,False
afd5bf2a50e548dbac480d951ef1400a,"Iranian Journal Of Allergy, Asthma and Immunology","1735-5249, 1735-1502",False,False
aff27a22490b46aeaa174c5756206412,Acta psychiatrica Scandinavica,"1600-0447, 0001-690X",False,False
b031924aa7394895a2012d649e404e20,Currículo sem Fronteiras,1645-1384,False,False
b039976bca02480884599cdd504a1415,Pesticidas : Revista de Ecotoxicologia e Meio Ambiente,"0103-7277, 1983-9847",False,False
b06b5238a7af4c6aa2ed73e2a6f74cb0,Acolhendo a Alfabetização nos Países de Língua Portuguesa,1980-7686,False,False
b07482f2ea32484690a0592bacce5f39,"Water, Air, and Soil Pollution","1573-2932, 0049-6979",False,False
b083d6c6e23e411b8501a0e44d56e136,International Journal of Security ,1985-2320,False,False
b0f56c6f7d6e40799eb1b53a7ca65dea,"Journal of King Abdulaziz University : Meteorology, Environment and Arid Land Agriculture Sciences","1319-1039, 1658-4287",False,False
b11630ff59fe4734b837fc6bceb337bb,Journal of Middle East Applied Science and Technology,2305-0225,False,False
b138f18ab98a4ec880c8fc09e2d3cd0d,Ciencia e Investigación Agraria,"0304-5609, 0718-1620",False,False
b14ff23630a449d791317cd06cb6f341,JOURNAL OF RESEARCH ON ADOLESCENCE,"1050-8392, 1532-7795",False,False
b16ee755ab83420e93984a0e68979604,Lucrari Stiintifice. Seria Zootehnie,"1454-7368, 2067-2330",False,False
b194b27f466b4f42bf72a45c55945303,Clinical pediatrics.,0009-9228,False,False
b1a59f061b084d5bb1b8ca044bcec200,MedR - Medizinrecht,"0723-8886, 1433-8629",False,False
b1a846a002754b738394364253383268,Journal of Language Teaching and Learning,2146-1732,False,False
b1b7aaf552124f66b31dc8b73d41ef43,Via Panorâmica : Revista Electrónica de Estudos Anglo-Americanos,1645-9652,False,False
b1f42fa58c0842c7ba053ff688819d78,Applied and Translational Genomics,2212-0661,False,False
b1f5817133b64b3abe17c871bd4f46e4,Balkan Medical Journal ,XXXX-XXXX,False,False
b1fa2fde8784418b87771fb4ceea9396,Kybernetika,0023-5954,False,False
b2195f725996405c83bd5f3c1aca18f7,Central European Journal of Chemistry,"1895-1066, 1644-3624",False,False
b22616694ef6432e99bd2414bd20898b,Research & Reviews : Journal of Medical and Health Sciences,2319-9865,False,False
b23a2255c4aa4873a98dca9e9bf751de,The journal of medical microbiology,"1473-5644, 0022-2615",False,False
b249b58b1de74d1e84a00058f62fe24c,Journal of Media Studies,1812-7592,False,False
b25dbb5c77254662ad2c62d4c6054870,Italian Journal of Public Health,"1723-7815, 1723-7807",False,False
b26cc11b6ee64340b13278ce758c71e8,Cancer gene therapy,"1476-5500, 0929-1903",False,False
b278ef776cf2467ab3e556f4f91b737e,Research Journal of Medicine and Medical Sciences,1816-272X,False,False
b27f152934144c59ab1cf8d5dfa84c1a,Journal of Hospital Administration,"1927-7008, 1927-6990",False,False
b29bd4aeb58042f4b4f6516cb9d664eb,"Enfances, Familles, Générations",1708-6310,False,False
b2b12fd0ed1f4ec8b1b98cfbfa55c004,Journal für Menopause,"1680-9394, 1023-0904",False,False
b325aab4571247bbb0dc00fe43785a85,Journal of Applied Research in Clinical and Experimental Therapeutics,1537-064X,False,False
b34e148571df4116b88d8fc6a6f611ac,Studies in Media and Communication,"2325-8071, 2325-808X",False,False
b356da3a55ab414ca7d3a755b516ce88,Stigma Research and Action,2210-5174,False,False
b374da155253462d9f757174920134b1,Majalah Kedokteran Bandung,"0126-074X, 2338-6223",False,False
b3abecbb08884fa5b70b380b1c1e50fa,Matematika,0127-8274,False,False
b3c279698c94401bbb19f7109bb4a30a,Buletinul Academiei de Ştiinţe a Republicii Moldova : Matematica,1024-7696,False,False
b3f85a250e684046a19ffbefd471a6ba,Octa Journal of Biosciences,2321-3663,False,False
b3fe0c04ccfe490ea033c80932a2d528,Motivation and Emotion,"1573-6644, 0146-7239",False,False
b42b98cc1d8745a682d436906b0bc4be,Istraživanja,0350-2112,False,False
b42bd7ccd66d4392a5692f14ee3f2b77,Shìd,1728-9343,False,False
b4d7197ea3034a4483f9d2d294ca3b2f,Journal of Theoretical Physics and Cryptography,2322-3138,False,False
b4e09f19a71e441da247df36416af94a,Studi Linguistici e Filologici Online,1724-5230,False,False
b5030de55c074c77ad3fc6c51918b602,Pitágoras 500,2237-387X,False,False
b5237ec137164d2a8476e38f0cdd72d9,Earth Science Informatics,"1865-0481, 1865-0473",False,False
b583a3e01306403090c4e7a6168c35dd,Mathematical Communications,"1848-8013, 1331-0623",False,False
b59c6527e78c414b8759f733ef395ada,Journal of Speech and Language Pathology and Applied Behavior Analysis,1932-4731,False,False
b5ad7b60639c4a1f85b602bb5d82ac86,Revista Brasileira de Nutrição Esportiva,1981-9927,False,False
b5e25b37c92343f98f44b194118223c2,Indivisa : Boletin de Estudios e Investigación,"2254-5972, 1579-3141",False,False
b5eb1ae4d3874071a3b46abd66c5e8fc,Journal of Emerging Technologies in Web Intelligence,1798-0461,False,False
b5f6e74456a24394a846ddd5fc9bae7b,New Forests,"1573-5095, 0169-4286",False,False
b67ab3bb764d41dc9e73917a8529e745,Journal of Chemical Information and Modeling,1549-9596,False,False
b67adedc78d74cbb805cdadf8a718280,Indonesian Journal of Pharmacy,"0126-1037, 2301-4792",False,False
b683883d26224558beeff5fbe8127401,Oceanus.,"0029-8182, 1559-1263",False,False
b6b95d2f5e41413a849991c3ab87e78a,InterStat,1941-689X,False,False
b6d137ff37464d17b5b1d9c2a806c85a,"International Journal of Computer Science, Engineering and Applications (IJCSEA)","2231-0088, 2230-9616",False,False
b6ffc755dcdc4644b76c5306fcba39e5,Medical and Health Science Journal,"1804-5014, 1804-1884",False,False
b70c7423c54746da8d12a7e3a3485ef4,Medical Laboratory Journal,"2322-2816, 1735-9007",False,False
b71478d36464449c9cd683c0fea683ee,"Current Psychology Letters/Behaviour, Brain & Cognition","1376-2095, 1379-6100",False,False
b74e1c6cc00e4dbc81098813a72d0084,Ciencia y Tecnología del Mar,"0718-0969, 0716-2006",False,False
b7615dc6df6a49b582a484ea8173f711,Networks and Spatial Economics,"1566-113X, 1572-9427",False,False
b76701593daf44328f7e837472d10ca4,RAHIS : Revista de Administração Hospitalar e Inovação em Saúde,"1983-5205, 2177-2754",False,False
b76a116b14bd4d128bb9118d0ee0068d,Letters in Spatial and Resource Sciences,"1864-404X, 1864-4031",False,False
b7a67fc086914505a00ef0c2339da289,Mineralogia,1899-8526,False,False
b82a9f743a004c148770d29b73b3f2f5,International Journal on Multicultural Societies,1564-4901,False,False
b85ea77b2e1c4cecb81104158d258bd1,Ljetopis Studijskog Centra Socijalnog Rada,1846-5412,False,False
b889af7dda5e43d4b32c716f5590d837,Leprosy Review,0305-7518,False,False
b897a5854197464e9d5dfc2c4ccccb42,Floresta,"0015-3826, 1982-4688",False,False
b8aede9c4328458599564ed3479d5f89,Revista de Geopolítica,2177-3246,False,False
b8b6a5b89423428ba1545501b723cee4,Animal Science Papers and Reports,0860-4037,False,False
b8cd6fc5271742dfb1649bec9468586c,Revista de Economía Aplicada,1133-455X,False,False
b906aa23180a45a5a4e00d1f87cd74a1,Australian Humanities Review,1325-8338,False,False
b907c19f44ac44ce91cca4d58ee446a5,"Texture, Stress, and Microstructure","1687-5400, 1687-5397",False,False
b911c95e48d74d20b69e18530ee30760,Revista Pesquisas Jurídicas,2316-6487,False,False
b94e33dd700645d8aa81aca472f3295a,Microbial Informatics and Experimentation,2042-5783,False,False
b973e1af7b7f4a50b6e5c0c5aeb309f8,Journal of Tourism and Peace Research,1878-7754,False,False
b99d910c9a7244479fa24303cd279a07,"Journal of the Geographical Institute Jovan Cvijic, SASA",XXXX-XXXX,False,False
b9a9a56c964b4d3597a511d6485e29c4,Scottish Tradition,0703-1580,False,False
b9c72bc6438c4f4996e2e05452a347dd,Behavioral ecology ,"1465-7279, 1045-2249",False,False
b9c8d34425554ab9a12c9e5f81af312e,Fruit Growing Research,2286-0304,False,False
b9cfd972bd2c433ea82017ccb5c655f7,Cumhuriyet Dental Journal,2146-2852,False,False
b9e5bf66862b41a4ab51f0a341564f4a,University of Toronto Journal of Undergraduate Life Sciences,1911-8899,False,False
ba090bacb8fd41cc896baf3154591360,"Revista Internacional de Desastres Naturales, Accidentes e Infraestructura Civil",1535-0088,False,False
ba215793cf1048cb90fbc6d6cce93dbe,Em Questão,"1808-5245, 1807-8893",False,False
ba34ab3c070d48399a7f52d906eeeef0,Iranian Cardiovascular Research Journal,"1735-8868, 1735-885X",False,False
ba9e351ab95d4412bcb3c9daf567f6c6,Australian Journal of Teacher Education,1835-517X,False,False
ba9e3a218a904f4289727d67332a7d21,"Zeitschrift für Physik. D, Atoms, molecules and clusters ",0178-7683,False,False
baa7d69070f144e2af39adec175315f8,RIC : Revista de Informação Contábil,1982-3967,False,False
baf9845966614039afd0033310416dd1,Technical Acoustics,1819-2408,False,False
