test_id,module,stage,reviewer,action,actor,has_minimal_review,label,state_id,result_module,result_stage,result_reviewer,initial_legacy_status,result_legacy_status,initial_legacy_eg,result_legacy_eg,error
214,triage,minimal_review,non_triage,action_edit,assigned_non_triage,no,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
215,triage,minimal_review,non_triage,action_edit,admin,yes,none,1.3,triage,,,in progress,in progress,Triage,Triage,no
216,triage,minimal_review,non_triage,action_edit,admin,no,none,1.3,triage,,,in progress,in progress,Triage,Triage,no
217,triage,minimal_review,non_triage,action_edit,unassigned_triage,yes,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
218,triage,minimal_review,non_triage,action_edit,unassigned_triage,no,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
219,triage,minimal_review,non_triage,action_edit,unassigned_non_triage,yes,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
220,triage,minimal_review,non_triage,action_edit,unassigned_non_triage,no,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
221,triage,minimal_review,non_triage,event_unclaim,assigned_non_triage,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,no
222,triage,minimal_review,non_triage,event_unclaim,assigned_non_triage,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,no
223,triage,minimal_review,non_triage,event_unclaim,admin,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
224,triage,minimal_review,non_triage,event_unclaim,admin,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
225,triage,minimal_review,non_triage,event_unclaim,unassigned_triage,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
226,triage,minimal_review,non_triage,event_unclaim,unassigned_triage,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
227,triage,minimal_review,non_triage,event_unclaim,unassigned_non_triage,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
228,triage,minimal_review,non_triage,event_unclaim,unassigned_non_triage,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
229,triage,minimal_review,non_triage,event_unassign,assigned_non_triage,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
230,triage,minimal_review,non_triage,event_unassign,assigned_non_triage,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
231,triage,minimal_review,non_triage,event_unassign,admin,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,no
232,triage,minimal_review,non_triage,event_unassign,admin,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,no
233,triage,minimal_review,non_triage,event_unassign,unassigned_triage,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
234,triage,minimal_review,non_triage,event_unassign,unassigned_triage,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
235,triage,minimal_review,non_triage,event_unassign,unassigned_non_triage,yes,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
236,triage,minimal_review,non_triage,event_unassign,unassigned_non_triage,no,none,1.3,triage,,none,in progress,pending,Triage,Triage,AuthoriseException
237,triage,minimal_review,non_triage,event_reassign_triage,assigned_non_triage,yes,none,1.3,triage,,assigned,in progress,in progress,Triage,Triage,AuthoriseException
238,triage,minimal_review,non_triage,event_reassign_triage,assigned_non_triage,no,none,1.3,triage,,assigned,in progress,in progress,Triage,Triage,AuthoriseException
239,triage,minimal_review,non_triage,event_reassign_triage,admin,yes,none,1.3,triage,minimal_review,assigned,in progress,in progress,Triage,Triage,no
240,triage,minimal_review,non_triage,event_reassign_triage,admin,no,none,1.3,triage,,assigned,in progress,in progress,Triage,Triage,no
241,triage,minimal_review,non_triage,event_reassign_triage,unassigned_triage,yes,none,1.3,triage,,assigned,in progress,in progress,Triage,Triage,AuthoriseException
242,triage,minimal_review,non_triage,event_reassign_triage,unassigned_triage,no,none,1.3,triage,,assigned,in progress,in progress,Triage,Triage,AuthoriseException
243,triage,minimal_review,non_triage,event_reassign_triage,unassigned_non_triage,yes,none,1.3,triage,,assigned,in progress,in progress,Triage,Triage,AuthoriseException
244,triage,minimal_review,non_triage,event_reassign_triage,unassigned_non_triage,no,none,1.3,triage,,assigned,in progress,in progress,Triage,Triage,AuthoriseException
245,triage,minimal_review,non_triage,event_reassign_non_triage,assigned_non_triage,yes,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
246,triage,minimal_review,non_triage,event_reassign_non_triage,assigned_non_triage,no,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
247,triage,minimal_review,non_triage,event_reassign_non_triage,admin,yes,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
248,triage,minimal_review,non_triage,event_reassign_non_triage,admin,no,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
249,triage,minimal_review,non_triage,event_reassign_non_triage,unassigned_triage,yes,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
250,triage,minimal_review,non_triage,event_reassign_non_triage,unassigned_triage,no,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
251,triage,minimal_review,non_triage,event_reassign_non_triage,unassigned_non_triage,yes,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
252,triage,minimal_review,non_triage,event_reassign_non_triage,unassigned_non_triage,no,none,1.3,triage,,,in progress,,Triage,Triage,AuthoriseException
253,triage,minimal_review,non_triage,event_fail,assigned_non_triage,yes,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
254,triage,minimal_review,non_triage,event_fail,assigned_non_triage,no,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
255,triage,minimal_review,non_triage,event_fail,admin,yes,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
256,triage,minimal_review,non_triage,event_fail,admin,no,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
257,triage,minimal_review,non_triage,event_fail,unassigned_triage,yes,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
258,triage,minimal_review,non_triage,event_fail,unassigned_triage,no,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
259,triage,minimal_review,non_triage,event_fail,unassigned_non_triage,yes,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
260,triage,minimal_review,non_triage,event_fail,unassigned_non_triage,no,none,1.3,triage,,none,in progress,rejected,Triage,none,AuthoriseException
261,triage,minimal_review,non_triage,event_rescind_minimal_review,assigned_non_triage,yes,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
262,triage,minimal_review,non_triage,event_rescind_minimal_review,assigned_non_triage,no,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
263,triage,minimal_review,non_triage,event_rescind_minimal_review,admin,yes,none,1.3,triage,in_progress,,in progress,in progress,Triage,Triage,no
264,triage,minimal_review,non_triage,event_rescind_minimal_review,admin,no,none,1.3,triage,in_progress,,in progress,in progress,Triage,Triage,no
265,triage,minimal_review,non_triage,event_rescind_minimal_review,unassigned_triage,yes,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
266,triage,minimal_review,non_triage,event_rescind_minimal_review,unassigned_triage,no,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
267,triage,minimal_review,non_triage,event_rescind_minimal_review,unassigned_non_triage,yes,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
268,triage,minimal_review,non_triage,event_rescind_minimal_review,unassigned_non_triage,no,none,1.3,triage,,,in progress,in progress,Triage,Triage,AuthoriseException
269,triage,minimal_review,non_triage,event_triaged,assigned_non_triage,yes,quick_fail,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
270,triage,minimal_review,non_triage,event_triaged,assigned_non_triage,yes,quality_review,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
271,triage,minimal_review,non_triage,event_triaged,admin,yes,quick_fail,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
272,triage,minimal_review,non_triage,event_triaged,admin,yes,quality_review,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
273,triage,minimal_review,non_triage,event_triaged,unassigned_triage,yes,quick_fail,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
274,triage,minimal_review,non_triage,event_triaged,unassigned_triage,yes,quality_review,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
275,triage,minimal_review,non_triage,event_triaged,unassigned_non_triage,yes,quick_fail,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
276,triage,minimal_review,non_triage,event_triaged,unassigned_non_triage,yes,quality_review,1.3,triage,,none,in progress,in progress,Triage,none,AuthoriseException
