location,fuzzy,msgid,msgstr
forms/application_forms.py:1592,No,Select at least one,Sélectionnez au moins un
forms/application_forms.py:1594,No,DOIs,DOI
forms/application_forms.py:1595,No,ARKs,ARK
forms/application_forms.py:1596,No,Handles,Handle
forms/application_forms.py:1597,No,PURLs,PURL
forms/application_forms.py:1599,No,<em>The journal does not use persistent article identifiers</em>,
forms/application_forms.py:1603,Yes,A persistent article identifier (PID) is used to find the article no matter where it is located. The most common type of PID is the digital object identifier (DOI). ,Un identifiant d'article pérenne (PID) est utilisé pour retrouver l'article peu importe où il se trouve. Le type de PID le plus courant est le DOI (Digital Object Identifier).
forms/application_forms.py:1605,No,<a href='https://en.wikipedia.org/wiki/Persistent_identifier' target='_blank' rel='noopener'>Read more about PIDs.</a>,<a href='https://fr.wikipedia.org/wiki/Identifiant_p%C3%A9renne' target='_blank' rel='noopener'>Pour en savoir plus sur les PID</a>.
forms/application_forms.py:1615,No,Other identifier,Autre identifiant
forms/application_forms.py:1622,No,Enter the name of another type of identifier,Indiquez le nom de l'autre type d'identifiant
forms/application_forms.py:1639,No,Subscribe to Open,Subscribe to Open (S2O)
forms/application_forms.py:1643,No,Is the journal part of the <a href='https://subscribetoopencommunity.org/' target='_blank' rel='noopener'>Subscribe to Open</a> initiative?,Est-ce que la revue fait partie d'une initiative <a href='https://subscribetoopencommunity.org/' target='_blank' rel='noopener'>Subscribe to Open (S2O)</a>?
forms/application_forms.py:1672,No,Reason for rejection,
forms/application_forms.py:1680,No,Additional info,
forms/application_forms.py:1683,No,"The selected reason for rejection, and any additional information you include, are sent to the journal contact with the rejection email.",
forms/application_forms.py:1694,No,DOAJ Account,
forms/application_forms.py:1707,No,You must confirm the account id,
forms/application_forms.py:1718,No,Change status,
forms/application_forms.py:1733,No,Set the status to 'In Progress' to signal to the applicant that you have started your review.Set the status to 'Completed' to alert the Editor that you have completed your review.,
forms/application_forms.py:1741,No,Revert the status to 'In Progress' to signal to the Associate Editor that further work is needed.Set the status to 'Ready' to alert the Managing Editor that you have completed your review.,
forms/application_forms.py:1756,No,Group,
forms/application_forms.py:1779,No,Individual,
forms/application_forms.py:1794,No,Discontinued on,
forms/application_forms.py:1797,No,Date must be a big-end formatted date (e.g. 2020-11-23),
forms/application_forms.py:1804,No,You cannot enter both a discontinued date and continuation information.,
forms/application_forms.py:1809,No,"Please enter the discontinued date in the form YYYY-MM-DD (e.g. 2020-11-23).  If the day of the month is not known, please use '01' (e.g. 2020-11-01)",
forms/application_forms.py:1818,No,Continues an <strong>older</strong> journal with the ISSN(s),
forms/application_forms.py:1823; forms/application_forms.py:1851,No,The ISSN provided in both fields must be different. Please make sure to enter the ISSN of an older journal for the first field and the ISSN of a newer journal for the second field. They cannot be the same.,
forms/application_forms.py:1828; forms/application_forms.py:1856,No,You cannot enter both continuation information and a discontinued date,
forms/application_forms.py:1838,No,Enter the ISSN(s) of the previous title(s) of this journal.,
forms/application_forms.py:1846,No,Continued by a <strong>newer</strong> journal with the ISSN(s),
forms/application_forms.py:1861,No,Enter the ISSN(s) of the later title(s) that continue this publication.,
forms/application_forms.py:1874,No,Assign one or a maximum of two subject classifications,
forms/application_forms.py:1877,No,Selecting a subject will not automatically select its sub-categories,
forms/application_forms.py:1888,No,"This field is required when setting the Application Status to %(y)s, %(z)s or %(a)s",
forms/application_forms.py:1912; forms/application_forms.py:2373,No,Notes,
forms/application_forms.py:2083; forms/application_forms.py:2402,No,Allow save without validation,
forms/application_forms.py:2118; templates-v2/_application-form/includes/_fieldset_oa_compliance.html:3; templates-v2/_application-form/includes/_i18n_translations.html:11; templates-v2/public/_application-form/includes/_pagination_menu.html:5; templates-v2/public/public_application.html:15,No,Open access compliance,Exigences en matière de libre accès
forms/application_forms.py:2129; templates-v2/_application-form/includes/_fieldset_about.html:6,No,About the journal,À propos de la revue
forms/application_forms.py:2144,No,Publisher,Éditeur
forms/application_forms.py:2154,No,"Other organisation, if applicable","Autre organisation, s’il y a lieu"
forms/application_forms.py:2164,No,Licensing,Conditions d'utilisation
forms/application_forms.py:2175,No,Embedded licenses,Affichage des licences ou conditions d’utilisation
forms/application_forms.py:2185,No,Copyright,Droit d’auteur
forms/application_forms.py:2206,No,Plagiarism,Plagiat
forms/application_forms.py:2216; templates-v2/_application-form/includes/_fieldset_editorial.html:6; templates-v2/_application-form/includes/_i18n_translations.html:14; templates-v2/public/_application-form/includes/_pagination_menu.html:14; templates-v2/public/public_application.html:18,No,Editorial,Pratiques éditoriales
forms/application_forms.py:2241,No,Publication fee waivers,Exonération des frais de publication
forms/application_forms.py:2261,No,Archiving policy,Politique d’archivage
forms/application_forms.py:2273,No,Repository policy,Politique de dépôt
forms/application_forms.py:2284,No,Unique identifiers & structured data,Identifiants uniques et données structurées
forms/application_forms.py:2294,No,Specify labels for this journal,
forms/application_forms.py:2306,No,Quick reject,
forms/application_forms.py:2316,No,Re-assign publisher account,
forms/application_forms.py:2333,No,Status,
forms/application_forms.py:2342,No,Assign for review,
forms/application_forms.py:2353,No,Continuations,
forms/application_forms.py:2364,No,Subject classification,
forms/application_forms.py:2412,No,Bulk edit,
forms/application_forms.py:2759,No,No editor assigned,
forms/application_forms.py:2895; forms/application_forms.py:3085,No,This answer is required,
forms/application_forms.py:2905,No,Please enter a valid URL. It should start with http or https,
forms/application_forms.py:2931,No,This value should be between {min} and {max},Cette valeur doit être comprise entre {min} et {max}
forms/application_forms.py:2936,No,This value should be bigger than {gte},Cette valeur doit être supérieure à {gte}
forms/application_forms.py:2940,No,This value should be smaller than {lte},Cette valeur doit être inférieure à {lte}
forms/application_forms.py:3015; forms/application_forms.py:3019,No,No script tags allowed,
forms/validate.py:141,No,Invalid URL.,
forms/validate.py:209,No,Invalid input.,
forms/validate.py:604,No,This field is required.,
templates-v2/_application-form/includes/_field.html:8; templates-v2/_application-form/includes/_list.html:14,No,Optional,Optionnel
templates-v2/_application-form/includes/_field.html:12; templates-v2/_application-form/includes/_list.html:8,No,More help,Plus d'aide
templates-v2/_application-form/includes/_field.html:15; templates-v2/_application-form/includes/_list.html:11,No,Copy value,Copier la valeur
templates-v2/_application-form/includes/_field.html:16; templates-v2/_application-form/includes/_list.html:12,No,Copied!,Copié!
templates-v2/_application-form/includes/_field.html:33; templates-v2/_application-form/includes/_list.html:20,No,Add,Ajouter
templates-v2/_application-form/includes/_fieldset_about.html:2; templates-v2/_application-form/includes/_fieldset_best-practice.html:2; templates-v2/_application-form/includes/_fieldset_business-model.html:2; templates-v2/_application-form/includes/_fieldset_copyright-licensing.html:2; templates-v2/_application-form/includes/_fieldset_editorial.html:2; templates-v2/public/_application-form/includes/_buttons.html:4,No,Back,Retour
templates-v2/_application-form/includes/_fieldset_about.html:3; templates-v2/_application-form/includes/_fieldset_best-practice.html:3; templates-v2/_application-form/includes/_fieldset_business-model.html:3; templates-v2/_application-form/includes/_fieldset_copyright-licensing.html:3; templates-v2/_application-form/includes/_fieldset_editorial.html:3; templates-v2/_application-form/includes/_fieldset_oa_compliance.html:2,No,Page,
templates-v2/_application-form/includes/_fieldset_about.html:3; templates-v2/_application-form/includes/_fieldset_best-practice.html:3; templates-v2/_application-form/includes/_fieldset_business-model.html:3; templates-v2/_application-form/includes/_fieldset_copyright-licensing.html:3; templates-v2/_application-form/includes/_fieldset_editorial.html:3; templates-v2/_application-form/includes/_fieldset_oa_compliance.html:2; templates-v2/public/_application-form/includes/_review.html:3,No,of,sur
templates-v2/_application-form/includes/_fieldset_best-practice.html:6; templates-v2/_application-form/includes/_i18n_translations.html:16; templates-v2/public/_application-form/includes/_pagination_menu.html:20; templates-v2/public/public_application.html:20,No,Best practice,Pratiques exemplaires
templates-v2/_application-form/includes/_fieldset_best-practice.html:8,No,"The best practices in this section adhere to publishing standards based around findability, preserving the content and ethical publishing practices.","Les bonnes pratiques de cette section suivent les standards de publication visant la découvrabilité, la préservation des contenus et le respect de l’éthique éditoriale."
templates-v2/_application-form/includes/_fieldset_best-practice.html:9,No,We encourage journals to adopt these best practices but they are <strong>not</strong> mandatory for DOAJ indexing.,"Nous encourageons les revues à les adopter, mais elles ne sont pas obligatoires pour l’indexation dans le DOAJ."
templates-v2/_application-form/includes/_fieldset_business-model.html:6,No,Business Model,Modèle économique
templates-v2/_application-form/includes/_fieldset_copyright-licensing.html:6; templates-v2/_application-form/includes/_i18n_translations.html:13; templates-v2/public/_application-form/includes/_pagination_menu.html:11; templates-v2/public/public_application.html:17,No,Copyright & licensing,Droit d’auteur et conditions d'utilisation
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:7,No,"You are now logged in. When you submit your application, it will be registered to this account. Please note:","Vous êtes maintenant connecté à votre compte. Lorsque vous soumetterez votre candidature, elle sera enregistrée sur ce compte. Veuillez noter que:"
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:9,No,The application form takes approximately <strong>30 minutes</strong> to complete.,Il faut environ <strong>30 minutes</strong> pour compléter le formulaire de candidature.
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:10,No,Your progress is automatically saved.,Votre progression sera automatiquement sauvegardée.
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:11,No,"You can return to this application at any time by clicking <a href=\""%(url)s\"" target=\""_blank\""><em>Dashboard</em> &rarr; <em>Publisher dashboard</em></a> at the top.","Vous pourrez revenir à ce formulaire à tout moment en cliquant sur <a href=\""%(url)s\"" target=\""_blank\""><em>Dashboard</em> &rarr; <em>Publisher dashboard</em></a>  (Mon compte → Éditeur) en haut de la page"
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:12; templates-v2/public/account/login_to_apply.html:14,No,"You can <a href=\""/static/doaj/docs/DOAJquestions-for-reference-only.pdf\"" target=\""_blank\"">print or download</a> a PDF list of the questions.","Vous pouvez <a href=\""/static/doaj/docs/DOAJquestions-for-reference-only.pdf\"" target=\""_blank\"">imprimer ou télécharger</a> une liste des questions au format PDF."
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:13,No,You must apply online.,Vous devez soumettre votre candidature avec le formulaire en ligne.
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:15,No,"We reject the majority of all applications submitted because they do not meet <a href=\""/apply/guide/#basic-criteria-for-inclusion\"" target=\""_blank\"">our basic criteria</a>. Once rejected, an embargo period of anywhere between 6 months and 3 years is applied. Make sure your application complies fully to our basic criteria to avoid being rejected and embargoed.","Nous rejetons la majorité des candidatures d’indexation soumises car elles ne répondent pas à nos critères de sélection de base. Une fois rejetée, une période d’embargo de 6 mois à 3 ans peut être appliquée. Assurez-vous que votre candidature respecte pleinement nos critères de sélection de base afin d’éviter un rejet et un embargo."
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:19,No,DOAJ only accepts fully open access journals,DOAJ n'accepte que les revues pleinement en libre accès
templates-v2/_application-form/includes/_fieldset_oa_compliance.html:21,No,"Open Access is the condition where the copyright holder of a scholarly work grants usage rights to others using an\n    open license (Creative Commons or equivalent) allowing for immediate free access to the work and permitting any user\n    to read, download, copy, distribute, print, search, or link to the full texts of articles, crawl them for indexing,\n    pass them as data to software, or use them for any other lawful purpose.","Le libre accès désigne la situation où les titulaires des droits d'auteur sur les articles accordent certains droits d’utilisation à des tiers au moyen d’une licence ouverte (telle que Creative Commons ou un équivalent). Une licence ouverte offre un accès gratuit et immédiat aux articles et permet à toute personne de lire, télécharger, copier, transmettre, imprimer, chercher ou faire un lien vers le texte intégral de ces articles, les disséquer pour les indexer, s’en servir de données pour un logiciel, ou s’en servir à toute autre fin légale."
templates-v2/_application-form/includes/_i18n_translations.html:7; templates-v2/public/_application-form/includes/_buttons.html:5,No,Next,Suivant
templates-v2/_application-form/includes/_i18n_translations.html:8,No,Open link,Ouvrir le lien
templates-v2/_application-form/includes/_i18n_translations.html:9,No,Full contents,Contenu complet
templates-v2/_application-form/includes/_i18n_translations.html:10,No,Start typing…,Commencez à taper...
templates-v2/_application-form/includes/_i18n_translations.html:12; templates-v2/public/public_application.html:16,No,About the Journal,À propos de la revue
templates-v2/_application-form/includes/_i18n_translations.html:15; templates-v2/public/_application-form/includes/_pagination_menu.html:17; templates-v2/public/public_application.html:19,No,Business model,Modèle économique
templates-v2/_application-form/includes/_i18n_translations.html:17,No,Edit this section,Modifier cette section
templates-v2/_application-form/includes/_i18n_translations.html:18,No,Open URL in a new tab,Ouvrir l'URL dans un nouvel onglet
templates-v2/_application-form/includes/_i18n_translations.html:21,No,DOAJ only indexes open access journals which comply with the statement above. Please check and update the open access statement of your journal. You may return to this application at any time.,DOAJ indexe seulement les revues en libre accès qui respectent l'affirmation ci-dessus. Veuillez vérifier et mettre à jour la déclaration en matière de libre accès de votre revue. Vous pouvez revenir à cette candidature à tout moment.
templates-v2/_application-form/includes/_i18n_translations.html:24,No,"This field is required, because you answered \""%s\"" to the previous question.",
templates-v2/_application-form/includes/_i18n_translations.html:27,No,You need to provide the answer to either this field or %s field (or both),
templates-v2/_application-form/includes/_i18n_translations.html:30,No,Value of this field and %s field must be different,
templates-v2/_application-form/includes/_i18n_translations.html:33,No,This only can be set when requirements are met,
templates-v2/_application-form/includes/_i18n_translations.html:36,No,This only can be true when requirements are met,
templates-v2/_application-form/includes/_i18n_translations.html:39,No,Script tags are not allowed,
templates-v2/_application-form/includes/_i18n_translations.html:42,No,"This field is required, must be a year in 4 digit format (eg. 1987) and needs to get value bigger than 1900 and smaller than current year",
templates-v2/_application-form/includes/_i18n_translations.html:45,No,Please enter a valid date in YYYY-MM-DD format.,
templates-v2/public/public_application.html:44,No,You cannot submit the application because it contains some invalid fields. Please review your answers and try again.,Vous ne pouvez pas soumettre le formulaire car il contient des champs non valides. Veuillez vérifier vos réponses et réessayer.
templates-v2/public/public_application.html:81,No,"You are about to change the form language. Any unsaved changes may be lost. To keep your changes, close this message and click the \""Save Draft\"" button at the bottom of the page.","Vous êtes sur le point de changer la langue du formulaire. Les modifications non enregistrées risquent d’être perdues. Pour les conserver, fermez ce message et cliquez sur le bouton \""Enregistrer le brouillon\"" en bas de la page."
templates-v2/public/public_application.html:83,No,Cancel,Annuler
templates-v2/public/public_application.html:84,No,Submit Anyway,Soumettre quand même
templates-v2/public/_application-form/includes/_aside_menu.html:2; templates-v2/public/account/login_to_apply.html:40,No,Related help,Aide associée
templates-v2/public/_application-form/includes/_aside_menu.html:5,No,/apply/guide/,https://www.erudit.org/public/documents/guidecandidatureDOAJ.pdf
templates-v2/public/_application-form/includes/_aside_menu.html:5; templates-v2/public/account/login_to_apply.html:43,No,Guide to applying,Guide pour postuler
templates-v2/public/_application-form/includes/_aside_menu.html:8,No,/apply/publisher-responsibilities/,https://www.erudit.org/public/documents/infoediteursDOAJ.pdf
templates-v2/public/_application-form/includes/_aside_menu.html:8; templates-v2/public/account/login_to_apply.html:46,No,Information for publishers,Informations pour les éditeurs
templates-v2/public/_application-form/includes/_aside_menu.html:11,No,/apply/transparency/,https://www.erudit.org/public/documents/transparenceDOAJ.pdf
templates-v2/public/_application-form/includes/_aside_menu.html:11; templates-v2/public/account/login_to_apply.html:49,No,Transparency & best practice,Transparence et bonnes pratiques
templates-v2/public/_application-form/includes/_aside_menu.html:14,No,/apply/why-index/,https://doaj.org/apply/why-index/
templates-v2/public/_application-form/includes/_aside_menu.html:14; templates-v2/public/account/login_to_apply.html:52,No,Why index your journal in DOAJ?,Pourquoi indexer votre revue dans DOAJ ?
templates-v2/public/_application-form/includes/_buttons.html:9,No,Submit,Envoyer
templates-v2/public/_application-form/includes/_buttons.html:12,No,Save the draft,Enregistrer le brouillon
templates-v2/public/_application-form/includes/_pagination_menu.html:2,Yes,Form progress,Progression du formulaire
templates-v2/public/_application-form/includes/_pagination_menu.html:8,No,About,À propos
templates-v2/public/_application-form/includes/_pagination_menu.html:23; templates-v2/public/_application-form/includes/_review.html:10,No,Review your answers,Révisez vos réponses
templates-v2/public/_application-form/includes/_review.html:21,Yes,"I've reviewed the answers in this form and confirm that the journal meets DOAJ's basic criteria. I understand that if rejected, the journal may be embargoed anywhere between 6 months and 3 years.","J’ai examiné les réponses fournies dans cette candidature et je confirme que la revue satisfait aux critères de sélection de base du DOAJ. Je comprends que, si la candidature est rejetée, elle pourra faire l’objet d’une période d’embargo comprise entre six mois et trois ans."
templates-v2/public/account/login_to_apply.html:3,No,Login to apply,Se connecter pour soumettre une candidature
templates-v2/public/account/login_to_apply.html:12,No,"Read our <a href=\""/apply/guide/\"">Guide to applying</a> first. It will help you understand the basic criteria that your journal should meet. If you need help with the application form, please <a href=\""/contact/\"">contact us</a>.","Veuillez d'abord lire notre <a href=\""https://www.erudit.org/public/documents/guidecandidatureDOAJ.pdf\"" target='_blank' 'rel='noopener'>Guide de préparation</a> à la candidature. Il vous aidera à comprendre les critères de base que votre revue doit respecter. Si vous avez besoin d'aide avec le formulaire de candidature, n'hésitez pas à nous <a href=\""/contact/\"">contacter</a>."
templates-v2/public/account/login_to_apply.html:16,No,Log in or register to submit your application.,Connectez-vous ou créez un compte pour soumettre votre candidature.
templates-v2/public/account/login_to_apply.html:20,No,Log in to your account,Connectez-vous à votre compte
templates-v2/public/account/login_to_apply.html:22,No,"Don’t have an account? <a href=\""%(url)s\"">Register here</a>.","Vous n'avez pas de compte? <a href=\""%(url)s\"">Enregistrez-vous ici</a>."
templates-v2/public/account/login_to_apply.html:24,No,"If you cannot log in, <a href=\""%(forgot_account)s\"">reset your password</a>. If you still cannot login, <a href=\""/contact\"">contact us</a>.","Si vous ne pouvez pas vous connecter, <a href=\""%(forgot_account)s\"">réinitialisez votre mot de passe</a>. Si cela ne fonctionne toujours pas, <a href=\""/contact\"">contactez-nous</a>."
